ID,SUPPLIER_BUSINESS_ID,CUSTOMER_BUSINESS_ID,SKU_ID,QUANTITY,ORIGIN_SITE_ID,DESTINATION_SITE_ID,OPERATION_ID,ORDER_DATE,SHIP_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,DELAY_DAYS,SHIP_MONTH,SHIP_QUARTER,FISCAL_QUARTER,FISCAL_YEAR,IS_LATE
TSHP06031,B026,B028,SKU005,211,S026,S028,OP024,2024-06-17,2024-06-19,2024-06-21,2024-06-21,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP04545,B026,B029,SKU005,104,S026,S029,OP025,2023-02-01,2023-02-02,2023-02-05,2023-02-04,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP06543,B005,B007,SKU004,248,S005,S007,OP020,2024-02-08,2024-02-09,2024-02-12,2024-02-11,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP04791,B007,B011,SKU005,253,S007,S011,OP035,2023-05-31,2023-06-02,2023-06-03,2023-06-03,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP04827,B006,B011,SKU004,67,S006,S011,OP031,2023-09-07,2023-09-09,2023-09-12,2023-09-11,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP04861,B024,B021,SKU004,281,S024,S021,OP021,2023-08-09,2023-08-12,2023-08-14,2023-08-13,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP01488,B007,B010,SKU004,152,S007,S010,OP034,2022-06-18,2022-06-20,2022-06-22,2022-06-21,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP05467,B023,B031,SKU004,115,S023,S031,OP041,2024-08-29,2024-08-31,2024-09-03,2024-09-02,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP04364,B023,B030,SKU005,271,S023,S030,OP040,2023-09-01,2023-09-04,2023-09-07,2023-09-07,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP06090,B021,B031,SKU004,195,S021,S031,OP037,2024-09-30,2024-10-01,2024-10-04,2024-10-04,DELIVERED,0,10,4,Q3-2024,2024,0
TSHP01801,B006,B009,SKU005,124,S006,S009,OP029,2022-01-27,2022-01-30,2022-02-01,2022-02-04,DELAYED,3,1,1,Q1-2022,2022,1
TSHP05344,B004,B006,SKU004,281,S004,S006,OP070,2024-02-05,2024-02-08,2024-02-15,2024-02-15,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP00387,B006,B010,SKU004,285,S006,S010,OP030,2022-04-03,2022-04-05,2022-04-07,2022-04-07,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP00259,B006,B011,SKU005,281,S006,S011,OP031,2022-11-12,2022-11-13,2022-11-16,2022-11-18,DELAYED,2,11,4,Q4-2022,2022,1
TSHP07249,B006,B011,SKU004,231,S006,S011,OP031,2024-07-27,2024-07-28,2024-07-31,2024-07-31,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP04226,B025,B023,SKU004,280,S025,S023,OP023,2023-03-11,2023-03-12,2023-03-15,2023-03-17,DELAYED,2,3,1,Q1-2023,2023,1
TSHP01057,B015,B012,SKU006,288,S015,S012,OP002,2022-06-29,2022-06-30,2022-07-03,2022-07-02,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP06865,B017,B014,SKU008,57,S017,S014,OP006,2024-07-11,2024-07-12,2024-07-16,2024-07-15,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP01688,B026,B028,SKU004,117,S026,S028,OP024,2022-02-16,2022-02-19,2022-02-21,2022-02-21,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP04223,B006,B008,SKU005,119,S006,S008,OP028,2023-06-15,2023-06-18,2023-06-19,2023-06-18,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP01322,B007,B010,SKU004,253,S007,S010,OP034,2022-11-24,2022-11-27,2022-11-29,2022-11-28,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP01311,B007,B009,SKU005,171,S007,S009,OP033,2022-10-19,2022-10-22,2022-10-25,2022-11-01,DELAYED,7,10,4,Q4-2022,2022,1
TSHP02142,B007,B011,SKU004,83,S007,S011,OP035,2022-10-18,2022-10-19,2022-10-20,2022-10-19,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP00880,B001,B004,SKU001,53,S001,S004,OP009,2022-07-14,2022-07-17,2022-07-20,2022-07-19,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP06212,B012,B004,SKU001,240,S012,S004,OP012,2024-09-12,2024-09-13,2024-09-17,2024-09-16,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP01631,B017,B003,SKU008,132,S017,S003,OP005,2022-02-21,2022-02-23,2022-02-24,2022-02-24,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP01086,B005,B025,SKU004,139,S005,S025,OP071,2022-10-24,2022-10-26,2022-11-05,2022-11-13,DELAYED,8,10,4,Q4-2022,2022,1
TSHP03860,B016,B002,SKU007,114,S016,S002,OP003,2023-12-09,2023-12-10,2023-12-11,2023-12-15,DELAYED,4,12,4,Q4-2023,2023,1
TSHP02961,B022,B031,SKU005,193,S022,S031,OP039,2023-11-24,2023-11-25,2023-11-27,2023-12-01,DELAYED,4,11,4,Q4-2023,2023,1
TSHP05644,B024,B022,SKU004,244,S024,S022,OP022,2024-04-02,2024-04-05,2024-04-07,2024-04-06,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP02909,B003,B006,SKU003,144,S003,S006,OP074,2023-10-21,2023-10-22,2023-10-28,2023-11-03,DELAYED,6,10,4,Q4-2023,2023,1
TSHP01909,B021,B031,SKU004,280,S021,S031,OP037,2022-08-29,2022-09-01,2022-09-04,2022-09-04,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP02988,B019,B020,SKU007,229,S019,S020,OP008,2023-12-01,2023-12-03,2023-12-04,2023-12-11,DELAYED,7,12,4,Q4-2023,2023,1
TSHP04358,B023,B030,SKU005,264,S023,S030,OP040,2023-04-01,2023-04-02,2023-04-05,2023-04-10,DELAYED,5,4,2,Q2-2023,2023,1
TSHP03564,B007,B008,SKU004,98,S007,S008,OP032,2023-10-22,2023-10-24,2023-10-28,2023-10-27,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP03577,B021,B030,SKU004,205,S021,S030,OP036,2023-11-20,2023-11-21,2023-11-23,2023-11-23,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP06286,B007,B009,SKU004,214,S007,S009,OP033,2024-05-03,2024-05-05,2024-05-08,2024-05-09,DELAYED,1,5,2,Q2-2024,2024,1
TSHP06221,B007,B011,SKU004,224,S007,S011,OP035,2024-09-28,2024-10-01,2024-10-02,2024-10-02,DELIVERED,0,10,4,Q3-2024,2024,0
TSHP06325,B006,B011,SKU004,71,S006,S011,OP031,2024-03-05,2024-03-07,2024-03-10,2024-03-17,DELAYED,7,3,1,Q1-2024,2024,1
TSHP02975,B007,B009,SKU004,116,S007,S009,OP033,2023-03-18,2023-03-19,2023-03-22,2023-03-21,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP01332,B007,B009,SKU005,71,S007,S009,OP033,2022-08-23,2022-08-26,2022-08-29,2022-08-29,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP02025,B006,B010,SKU005,109,S006,S010,OP030,2022-11-06,2022-11-07,2022-11-09,2022-11-12,DELAYED,3,11,4,Q4-2022,2022,1
TSHP00709,B004,B020,SKU001,265,S004,S020,OP073,2022-10-13,2022-10-16,2022-10-24,2022-11-02,DELAYED,9,10,4,Q4-2022,2022,1
TSHP01971,B023,B030,SKU004,184,S023,S030,OP040,2022-06-02,2022-06-03,2022-06-06,2022-06-05,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP01927,B016,B002,SKU007,186,S016,S002,OP003,2022-08-06,2022-08-07,2022-08-08,2022-08-07,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP05821,B005,B025,SKU004,248,S005,S025,OP071,2024-11-08,2024-11-10,2024-11-20,2024-11-27,DELAYED,7,11,4,Q4-2024,2024,1
TSHP00906,B021,B030,SKU004,63,S021,S030,OP036,2022-07-17,2022-07-18,2022-07-20,2022-07-19,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP07173,B001,B004,SKU001,199,S001,S004,OP009,2024-02-07,2024-02-09,2024-02-12,2024-02-12,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP04620,B026,B028,SKU004,183,S026,S028,OP024,2023-08-21,2023-08-24,2023-08-26,2023-08-26,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP07109,B022,B030,SKU005,273,S022,S030,OP038,2024-04-27,2024-04-29,2024-05-01,2024-05-02,DELAYED,1,4,2,Q2-2024,2024,1
TSHP05399,B015,B001,SKU006,140,S015,S001,OP001,2024-03-27,2024-03-28,2024-03-30,2024-03-29,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP06856,B006,B010,SKU004,271,S006,S010,OP030,2024-04-11,2024-04-12,2024-04-14,2024-04-17,DELAYED,3,4,2,Q2-2024,2024,1
TSHP03730,B015,B001,SKU006,178,S015,S001,OP001,2023-04-01,2023-04-03,2023-04-05,2023-04-05,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP03719,B005,B006,SKU004,124,S005,S006,OP019,2023-07-16,2023-07-18,2023-07-20,2023-07-19,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP03746,B021,B031,SKU004,292,S021,S031,OP037,2023-11-09,2023-11-12,2023-11-15,2023-11-15,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP02724,B021,B031,SKU005,169,S021,S031,OP037,2023-03-22,2023-03-23,2023-03-26,2023-03-25,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP05947,B004,B026,SKU004,56,S004,S026,OP017,2024-10-25,2024-10-27,2024-10-29,2024-11-02,DELAYED,4,10,4,Q4-2024,2024,1
TSHP05682,B021,B030,SKU004,224,S021,S030,OP036,2024-05-08,2024-05-09,2024-05-11,2024-05-10,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP06283,B007,B010,SKU004,251,S007,S010,OP034,2024-09-29,2024-10-02,2024-10-04,2024-10-04,DELIVERED,0,10,4,Q3-2024,2024,0
TSHP04738,B020,B024,SKU001,138,S020,S024,OP015,2023-11-14,2023-11-16,2023-11-18,2023-11-18,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP07199,B006,B008,SKU004,137,S006,S008,OP028,2024-05-15,2024-05-17,2024-05-18,2024-05-28,DELAYED,10,5,2,Q2-2024,2024,1
TSHP02117,B022,B012,SKU009,172,S022,S012,OP075,2022-11-11,2022-11-13,2022-11-22,2022-11-29,DELAYED,7,11,4,Q4-2022,2022,1
TSHP01293,B005,B007,SKU004,245,S005,S007,OP020,2022-01-20,2022-01-22,2022-01-25,2022-01-24,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP06291,B017,B014,SKU008,222,S017,S014,OP006,2024-03-23,2024-03-26,2024-03-30,2024-03-29,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP00274,B003,B006,SKU003,179,S003,S006,OP074,2022-05-03,2022-05-06,2022-05-12,2022-05-12,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP00239,B007,B011,SKU005,80,S007,S011,OP035,2022-08-02,2022-08-04,2022-08-05,2022-08-04,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP03232,B006,B009,SKU004,82,S006,S009,OP029,2023-03-06,2023-03-08,2023-03-10,2023-03-10,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP00623,B024,B022,SKU004,82,S024,S022,OP022,2022-02-22,2022-02-25,2022-02-27,2022-02-26,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP03369,B021,B030,SKU005,250,S021,S030,OP036,2023-07-02,2023-07-03,2023-07-05,2023-07-05,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP05581,B002,B004,SKU002,199,S002,S004,OP010,2024-07-02,2024-07-04,2024-07-06,2024-07-05,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP01068,B007,B011,SKU004,100,S007,S011,OP035,2022-12-14,2022-12-16,2022-12-17,2022-12-17,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP07236,B007,B011,SKU005,165,S007,S011,OP035,2024-12-03,2024-12-05,2024-12-06,2024-12-05,DELIVERED,0,12,4,Q4-2024,2024,0
TSHP05301,B007,B010,SKU004,175,S007,S010,OP034,2024-10-29,2024-10-30,2024-11-01,2024-11-01,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP03204,B007,B008,SKU004,268,S007,S008,OP032,2023-08-11,2023-08-14,2023-08-18,2023-08-25,DELAYED,7,8,3,Q3-2023,2023,1
TSHP03352,B004,B020,SKU001,136,S004,S020,OP073,2023-11-11,2023-11-13,2023-11-21,2023-11-27,DELAYED,6,11,4,Q4-2023,2023,1
TSHP00360,B007,B008,SKU005,206,S007,S008,OP032,2022-03-02,2022-03-05,2022-03-09,2022-03-09,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP03698,B023,B031,SKU004,173,S023,S031,OP041,2023-07-04,2023-07-06,2023-07-09,2023-07-09,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP06554,B023,B031,SKU005,141,S023,S031,OP041,2024-01-13,2024-01-14,2024-01-17,2024-01-21,DELAYED,4,1,1,Q1-2024,2024,1
TSHP04759,B003,B004,SKU003,199,S003,S004,OP011,2023-02-06,2023-02-07,2023-02-09,2023-02-08,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP04377,B012,B004,SKU001,57,S012,S004,OP012,2023-07-11,2023-07-13,2023-07-17,2023-07-16,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP04864,B006,B008,SKU005,185,S006,S008,OP028,2023-06-12,2023-06-14,2023-06-15,2023-06-14,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP02359,B007,B010,SKU004,182,S007,S010,OP034,2022-06-08,2022-06-11,2022-06-13,2022-06-13,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP02989,B007,B008,SKU005,214,S007,S008,OP032,2023-08-15,2023-08-16,2023-08-20,2023-08-27,DELAYED,7,8,3,Q3-2023,2023,1
TSHP04472,B007,B010,SKU004,219,S007,S010,OP034,2023-03-08,2023-03-09,2023-03-11,2023-03-11,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP02930,B006,B008,SKU004,292,S006,S008,OP028,2023-06-17,2023-06-18,2023-06-19,2023-06-19,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP00959,B021,B031,SKU005,73,S021,S031,OP037,2022-02-17,2022-02-20,2022-02-23,2022-02-22,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP06394,B006,B010,SKU004,92,S006,S010,OP030,2024-06-02,2024-06-05,2024-06-07,2024-06-06,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP02362,B023,B030,SKU004,53,S023,S030,OP040,2022-01-04,2022-01-06,2022-01-09,2022-01-08,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP02166,B023,B030,SKU004,126,S023,S030,OP040,2022-05-27,2022-05-30,2022-06-02,2022-06-02,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP06432,B007,B010,SKU004,256,S007,S010,OP034,2024-07-21,2024-07-23,2024-07-25,2024-07-24,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP07438,B024,B022,SKU004,246,S024,S022,OP022,2024-11-13,2024-11-16,2024-11-18,2024-11-21,DELAYED,3,11,4,Q4-2024,2024,1
TSHP03812,B014,B004,SKU003,170,S014,S004,OP014,2023-10-22,2023-10-24,2023-10-29,2023-10-30,DELAYED,1,10,4,Q4-2023,2023,1
TSHP00902,B007,B011,SKU005,214,S007,S011,OP035,2022-04-23,2022-04-26,2022-04-27,2022-04-27,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP03099,B027,B028,SKU005,160,S027,S028,OP026,2023-07-26,2023-07-29,2023-07-31,2023-07-30,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP05767,B007,B008,SKU004,233,S007,S008,OP032,2024-06-15,2024-06-17,2024-06-21,2024-06-29,DELAYED,8,6,2,Q2-2024,2024,1
TSHP06217,B004,B020,SKU001,88,S004,S020,OP073,2024-04-03,2024-04-04,2024-04-12,2024-04-11,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP06976,B018,B020,SKU006,196,S018,S020,OP007,2024-06-17,2024-06-18,2024-06-20,2024-06-28,DELAYED,8,6,2,Q2-2024,2024,1
TSHP01928,B023,B031,SKU005,90,S023,S031,OP041,2022-05-23,2022-05-26,2022-05-29,2022-05-29,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP02565,B001,B004,SKU001,133,S001,S004,OP009,2023-05-01,2023-05-04,2023-05-07,2023-05-06,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP06456,B013,B004,SKU002,206,S013,S004,OP013,2024-05-17,2024-05-19,2024-05-22,2024-05-22,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP03477,B007,B009,SKU004,133,S007,S009,OP033,2023-06-16,2023-06-17,2023-06-20,2023-06-22,DELAYED,2,6,2,Q2-2023,2023,1
TSHP03174,B006,B008,SKU004,91,S006,S008,OP028,2023-08-28,2023-08-30,2023-08-31,2023-08-31,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP05746,B022,B031,SKU005,256,S022,S031,OP039,2024-05-11,2024-05-14,2024-05-16,2024-05-25,DELAYED,9,5,2,Q2-2024,2024,1
TSHP04636,B017,B003,SKU008,157,S017,S003,OP005,2023-07-07,2023-07-09,2023-07-10,2023-07-10,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP06641,B001,B004,SKU001,260,S001,S004,OP009,2024-02-12,2024-02-13,2024-02-16,2024-02-16,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP02855,B003,B004,SKU003,205,S003,S004,OP011,2023-12-01,2023-12-04,2023-12-06,2023-12-16,DELAYED,10,12,4,Q4-2023,2023,1
TSHP06500,B007,B009,SKU005,75,S007,S009,OP033,2024-11-10,2024-11-13,2024-11-16,2024-11-15,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP02088,B024,B021,SKU004,90,S024,S021,OP021,2022-08-30,2022-09-02,2022-09-04,2022-09-04,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP04392,B027,B028,SKU005,207,S027,S028,OP026,2023-11-20,2023-11-23,2023-11-25,2023-11-25,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP06137,B002,B004,SKU002,272,S002,S004,OP010,2024-05-22,2024-05-23,2024-05-25,2024-05-25,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP02798,B013,B004,SKU002,249,S013,S004,OP013,2023-12-06,2023-12-08,2023-12-11,2023-12-11,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP06864,B004,B020,SKU001,102,S004,S020,OP073,2024-09-23,2024-09-26,2024-10-04,2024-10-08,DELAYED,4,9,3,Q3-2024,2024,1
TSHP03376,B013,B004,SKU002,197,S013,S004,OP013,2023-10-23,2023-10-26,2023-10-29,2023-11-04,DELAYED,6,10,4,Q4-2023,2023,1
TSHP03723,B022,B030,SKU004,61,S022,S030,OP038,2023-01-12,2023-01-15,2023-01-17,2023-01-16,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP01096,B017,B003,SKU008,84,S017,S003,OP005,2022-05-01,2022-05-03,2022-05-04,2022-05-04,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP01199,B027,B029,SKU004,248,S027,S029,OP027,2022-06-22,2022-06-24,2022-06-25,2022-06-24,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP03056,B022,B012,SKU009,186,S022,S012,OP075,2023-01-19,2023-01-20,2023-01-29,2023-02-02,DELAYED,4,1,1,Q1-2023,2023,1
TSHP02575,B004,B027,SKU004,226,S004,S027,OP018,2023-09-21,2023-09-24,2023-09-27,2023-09-27,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP04247,B006,B010,SKU004,51,S006,S010,OP030,2023-09-28,2023-09-29,2023-10-01,2023-10-11,DELAYED,10,9,3,Q3-2023,2023,1
TSHP07147,B007,B011,SKU005,265,S007,S011,OP035,2024-08-17,2024-08-19,2024-08-20,2024-08-19,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP02579,B027,B028,SKU004,100,S027,S028,OP026,2023-10-26,2023-10-28,2023-10-30,2023-11-08,DELAYED,9,10,4,Q4-2023,2023,1
TSHP03761,B004,B020,SKU001,66,S004,S020,OP073,2023-02-01,2023-02-03,2023-02-11,2023-02-17,DELAYED,6,2,1,Q1-2023,2023,1
TSHP04409,B026,B029,SKU004,125,S026,S029,OP025,2023-09-07,2023-09-08,2023-09-11,2023-09-17,DELAYED,6,9,3,Q3-2023,2023,1
TSHP06015,B006,B008,SKU005,278,S006,S008,OP028,2024-07-10,2024-07-13,2024-07-14,2024-07-13,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP00708,B020,B024,SKU001,120,S020,S024,OP015,2022-07-10,2022-07-13,2022-07-15,2022-07-15,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP05827,B022,B031,SKU004,251,S022,S031,OP039,2024-02-03,2024-02-05,2024-02-07,2024-02-07,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP00731,B022,B012,SKU009,293,S022,S012,OP075,2022-04-03,2022-04-06,2022-04-15,2022-04-17,DELAYED,2,4,2,Q2-2022,2022,1
TSHP04637,B021,B030,SKU005,219,S021,S030,OP036,2023-05-28,2023-05-31,2023-06-02,2023-06-02,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP03411,B026,B029,SKU004,220,S026,S029,OP025,2023-06-10,2023-06-11,2023-06-14,2023-06-13,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP05808,B007,B010,SKU005,223,S007,S010,OP034,2024-04-08,2024-04-10,2024-04-12,2024-04-12,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP03386,B004,B006,SKU004,211,S004,S006,OP070,2023-07-28,2023-07-31,2023-08-07,2023-08-13,DELAYED,6,7,3,Q3-2023,2023,1
TSHP00559,B026,B029,SKU005,122,S026,S029,OP025,2022-11-10,2022-11-12,2022-11-15,2022-11-14,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP00937,B021,B031,SKU004,119,S021,S031,OP037,2022-05-09,2022-05-11,2022-05-14,2022-05-14,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP00913,B006,B010,SKU005,67,S006,S010,OP030,2022-10-01,2022-10-03,2022-10-05,2022-10-09,DELAYED,4,10,4,Q4-2022,2022,1
TSHP06790,B017,B003,SKU008,141,S017,S003,OP005,2024-09-20,2024-09-23,2024-09-24,2024-09-24,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP00940,B022,B012,SKU009,176,S022,S012,OP075,2022-08-07,2022-08-09,2022-08-18,2022-08-18,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP04441,B023,B030,SKU004,248,S023,S030,OP040,2023-09-03,2023-09-04,2023-09-07,2023-09-07,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP05142,B006,B010,SKU005,288,S006,S010,OP030,2024-08-06,2024-08-08,2024-08-10,2024-08-09,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP02032,B007,B009,SKU004,94,S007,S009,OP033,2022-05-07,2022-05-10,2022-05-13,2022-05-16,DELAYED,3,5,2,Q2-2022,2022,1
TSHP05584,B026,B028,SKU004,291,S026,S028,OP024,2024-01-17,2024-01-18,2024-01-20,2024-01-19,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP01162,B005,B006,SKU004,206,S005,S006,OP019,2022-04-28,2022-04-30,2022-05-02,2022-05-02,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP02053,B026,B029,SKU005,82,S026,S029,OP025,2022-02-02,2022-02-03,2022-02-06,2022-02-15,DELAYED,9,2,1,Q1-2022,2022,1
TSHP03897,B005,B006,SKU004,298,S005,S006,OP019,2023-04-13,2023-04-14,2023-04-16,2023-04-16,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP07280,B004,B027,SKU004,156,S004,S027,OP018,2024-10-02,2024-10-03,2024-10-06,2024-10-07,DELAYED,1,10,4,Q4-2024,2024,1
TSHP06129,B006,B010,SKU005,60,S006,S010,OP030,2024-09-07,2024-09-08,2024-09-10,2024-09-09,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP01639,B022,B031,SKU004,226,S022,S031,OP039,2022-07-23,2022-07-24,2022-07-26,2022-07-26,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP00963,B023,B030,SKU004,55,S023,S030,OP040,2022-05-18,2022-05-20,2022-05-23,2022-05-22,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP06980,B016,B002,SKU007,226,S016,S002,OP003,2024-03-25,2024-03-27,2024-03-28,2024-03-28,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP07119,B006,B011,SKU005,50,S006,S011,OP031,2024-01-14,2024-01-15,2024-01-18,2024-01-17,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP00269,B017,B014,SKU008,270,S017,S014,OP006,2022-06-01,2022-06-04,2022-06-08,2022-06-17,DELAYED,9,6,2,Q2-2022,2022,1
TSHP05831,B021,B030,SKU005,89,S021,S030,OP036,2024-06-19,2024-06-21,2024-06-23,2024-06-29,DELAYED,6,6,2,Q2-2024,2024,1
TSHP00483,B023,B030,SKU004,183,S023,S030,OP040,2022-05-02,2022-05-05,2022-05-08,2022-05-07,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP01741,B007,B008,SKU005,81,S007,S008,OP032,2022-10-23,2022-10-25,2022-10-29,2022-11-06,DELAYED,8,10,4,Q4-2022,2022,1
TSHP03127,B007,B008,SKU004,99,S007,S008,OP032,2023-05-03,2023-05-05,2023-05-09,2023-05-09,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP06633,B007,B010,SKU004,76,S007,S010,OP034,2024-08-12,2024-08-14,2024-08-16,2024-08-15,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP06400,B024,B007,SKU004,175,S024,S007,OP072,2024-08-19,2024-08-20,2024-09-01,2024-09-04,DELAYED,3,8,3,Q3-2024,2024,1
TSHP03912,B025,B023,SKU004,149,S025,S023,OP023,2023-02-11,2023-02-14,2023-02-17,2023-02-17,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP06782,B006,B009,SKU004,95,S006,S009,OP029,2024-02-25,2024-02-26,2024-02-28,2024-02-28,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP05916,B021,B031,SKU004,106,S021,S031,OP037,2024-11-16,2024-11-19,2024-11-22,2024-11-21,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP02435,B016,B002,SKU007,274,S016,S002,OP003,2022-06-09,2022-06-11,2022-06-12,2022-06-11,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP06661,B022,B030,SKU005,98,S022,S030,OP038,2024-05-28,2024-05-31,2024-06-02,2024-06-02,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP06671,B019,B020,SKU007,191,S019,S020,OP008,2024-04-01,2024-04-03,2024-04-04,2024-04-04,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP04627,B022,B031,SKU004,171,S022,S031,OP039,2023-06-27,2023-06-30,2023-07-02,2023-07-01,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP00970,B003,B006,SKU003,93,S003,S006,OP074,2022-11-27,2022-11-30,2022-12-06,2022-12-09,DELAYED,3,11,4,Q4-2022,2022,1
TSHP07049,B004,B026,SKU004,211,S004,S026,OP017,2024-06-19,2024-06-22,2024-06-24,2024-06-24,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP06583,B019,B020,SKU007,213,S019,S020,OP008,2024-11-26,2024-11-29,2024-11-30,2024-11-29,DELIVERED,0,11,4,Q4-2024,2024,0
